psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1,pial2,pial3,pial4a,pial4b,pial4c,pial4d,pial4e,pial4f,pial5a,pial5b,pial5c,pial6a,pial6b,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
200032,2,101212,18067,18,2,2,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,2,1,57,4,2,1,8,1,1, ,3,46902,2,2,4.15789473684211,.977745025248223
200044,2,101212,12117,12,3,4,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,2,2,53,3,1,1,6,1,2, ,4,32707,3,3,12.5789473684211,2.95798811435855
200045,2,101212,18097,18,2,5,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,1,64,8,2,1,6,1,3,9,3,46234,2,2,3.42105263157895,.804473754951069
200047,2,101212,39035,39,2,5,U,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2, , ,1,2,2,2,2,18,4,1,1,4,2,2, ,4,44111,2,2,10.7368421052632,2.52480993861566
200050,2,101212,55025,55,2,3,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,28,6,2,1,6,3,3,1,3,53718,3,3,6.26315789473684,1.4728057975258
200051,2,101212,42019,42,1,2,S,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1, , ,2,2,3,2,1,52,4,2,1,8,1,2, ,3,16001,3,3,6.21052631578947,1.46042927821886
200063,2,101212,39059,39,2,1,R,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2, , ,1,1,1,2,1,56,8,2,1,6,1,2, ,3,43780,2,2,1.05263157894737,.24753038613879
200066,2,101212,25007,25,1,2,R,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,1,1,45,3,2,1,6,2,3,2,3,02557,2,2,5.36842105263158,1.26240496930783
200067,2,101212,11001,11,3,5,U,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1, , ,2,1,1,2,2,36,8,2,1,8,1,2, ,5,20037,3,3,5.31578947368421,1.25002845000089
200074,2,101212,24003,24,3,4,S,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,1,26,4,2,1,6,2,1, ,3,21113,3,3,12.5789473684211,2.95798811435855
200075,2,101212,12095,12,3,4,S,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2, , ,2,2,1,2,1,29,6,2,1,6,1,2, ,4,32828,3,3,4.36842105263158,1.02725110247598
200096,2,101212,36061,36,1,5,U,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2, , ,1,1,3,2,2,57,6,2,1,7,1,2, ,3,10007,2,2,1.31578947368421,.309412982673488
200097,2,101212,40109,40,3,4,S,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2, , ,1,3,3,2,1,65,8,2,1,9,1,2, ,3,73003,2,2,1.89473684210526,.445554695049823
200099,2,101212,12011,12,3,4,U,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2, , ,2,4,3,2,1,23,2,2,1,1,2,3,2,3,33062,3,3,12.5789473684211,2.95798811435855
200102,2,101312,18057,18,2,3,S,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2, , ,1,2,1,1,1,34,5,2,1,9,1,3,2,4,46033,2,2,7.68421052631579,1.80697181881317
200107,2,101212,51173,51,3,1,R,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2, , ,2,2,1,1,1,38,5,2,1,4,1,3,2,3,24370,3,3,4.89473684210526,1.15101629554538
200111,2,101212,42049,42,1,3,S,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1, , ,2,1,1,2,1,34,8,2,1,8,1,2, ,3,16507,3,3,3.57894736842105,.841603312871888
200112,2,101212,25017,25,1,4,U,3,1,1,1,1,2,1,1,1,2,1,1,1,2,2, , ,2,2,1,2,1,40,8,2,3,8,1,3,2,5,01880,3,3,6.15789473684211,1.44805275891192
200125,2,101212,36081,36,1,5,U,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2, , ,1,4,1,2,1,57,6,2,2,9,1,2, ,3,11413,2,2,6.26315789473684,1.4728057975258
200127,2,101212,13135,13,3,4,S,1,2,2,2, , , , , , , , , , , , , ,2,3,3,2,2,75,5,2,1,5,1,1, ,2,76232,3,3,3.68421052631579,.866356351485767
200130,2,101212,36061,36,1,5,U,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2, , ,2,1,1,2,1,28,8,2,1,8,1,3,2,3,10036,3,3,4.89473684210526,1.15101629554538
200135,2,101212,37167,37,3,2,R,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , ,1,2,3,2,2,75,3,2,1,3,1,1, ,1,28128,2,2,2.89473684210526,.680708561881674
200153,2,101212,26151,26,2,1,R,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,3,2,1,84,6,2,1,5,1,3,9,3,48416,3,3,1.73684210526316,.408425137129004
200157,2,101312,9009,9,1,4,S,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1, , ,2,1,1,2,1,28,4,1,6,4,3,2, ,4,26830,3,3,12.5789473684211,2.95798811435855
200158,2,101212,39113,39,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,1,3,2,2,57,8,2,1,6,1,2, ,3,45410,2,2,1,.235153866831851
200190,2,101312,40113,40,3,1,S,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,2,1,54,5,2,5,5,1,1, ,3,74035,2,2,2.8421052631579,.668332042574734
200192,2,101212,19127,19,2,1,R,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2, , ,1,2,3,2,2,69,3,2,1,4,1,3,2,3,50158,2,2,2.31578947368421,.544566849505339
200197,2,101212,45035,45,3,2,S,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2, , ,2,2,1,1,2,40,5,2,1,6,1,4,1,3,29483,3,3,6.21052631578947,1.46042927821886
200204,2,101212,9001,9,1,4,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,1,1,2,1,56,6,2,1,8,1,2, ,3,06902,2,2,1.47368421052632,.346542540594307
200212,2,101412,18097,18,2,5,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,3,2,2,21,3,2,1,4,1,2, ,4,46236,2,2,4.10526315789474,.965368505941283
200218,2,101212,48113,48,3,5,U,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2, , ,1,2,1,2,2,56,6,9,9,4,2,9,2,3,75104,2,2,3.21052631578947,.754967677723311
200224,2,101212,24027,24,3,4,S,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2, , ,1,2,1,2,1,28,6,2,2,8,1,2, ,3,20723,2,2,4.21052631578947,.990121544555162
200229,2,101212,42017,42,1,4,S,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , ,1,2,1,1,2,99,6,2,4,9,1,2, ,8,18914,2,2,2.36842105263158,.556943368812279
200244,2,101212,19091,19,2,1,R,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1, , ,1,2,2,2,1,66,4,2,1,3,1,1, ,3,50548,2,2,2.15789473684211,.50743729158452
200253,2,101412,37155,37,3,2,R,3,2,2,2, , , , , , , , , , , , , ,2,1,2,2,2,71,3,2,1,2,1,2, ,2,28360,3,3,3.63157894736842,.853979832178827
200258,2,101212,25025,25,1,5,S,3,1,2,1,2,2,1,1,2,2,2,2,1,2,2, , ,2,9,3,2,2,20,4,2,3,9,3,3,9,3,02115,3,3,5.57894736842105,1.31191104653559
200261,2,101212,18127,18,2,3,S,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,4,2,2,2,20,5,2,1,2,2,3,9,8,46385,3,3,9.8421052631579,2.31440911039769
200263,2,101212,25021,25,1,4,S,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,1,1,1,33,4,2,1,7,3,3,2,5,02186,3,3,12.5789473684211,2.95798811435855
200270,2,101212,42101,42,1,5,U,1,2,2,2, , , , , , , , , , , , , ,1,1,3,2,1,57,5,2,1,1,3,2, ,5,19147,2,2,2.89473684210526,.680708561881674
200273,2,101212,42133,42,1,3,S,3,2,2,2, , , , , , , , , , , , , ,2,2,1,1,2,55,3,2,1,5,3,3,2,8,17406,3,3,6.47368421052632,1.52231187475356
200282,2,101312,40109,40,3,4,S,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2, , ,1,2,3,2,2,59,6,2,1,8,1,1, ,3,73013,2,2,1.84210526315789,.433178175742883
200288,2,101212,45083,45,3,3,U,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,1,2,43,3,2,1,6,3,4,9,8,29302,3,3,8.94736842105263,2.10400828217972
200301,2,101212,13077,13,3,2,S,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2, , ,1,1,3,2,2,66,4,2,1,4,1,2, ,3,30277,2,2,1.05263157894737,.24753038613879
200306,2,101212,34003,34,1,5,S,3,1,1,1,1,1,2,2,2,1,2,2,1,2,2, , ,2,2,1,2,2,25,6,1,1,5,1,2, ,5,07026,3,3,12.5789473684211,2.95798811435855
200324,2,101212,13059,13,3,4,U,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1, , ,1,1,1,2,2,55,8,2,1,9,1,3,2,4,30605,2,2,1,.235153866831851
200326,2,101412,39145,39,2,2,R,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2, , ,1,3,1,2,1,56,3,2,1,6,1,2, ,2,45694,2,2,5.47368421052632,1.28715800792171
200329,2,101212,27067,27,2,1,R,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2, , ,2,1,1,2,1,20,4,1,2,3,2,2, ,2,56201,3,3,7.73684210526316,1.81934833812011
200331,2,101212,46127,46,2,1,R,3,1,1,1,2,1,1,2,1,1,2,1,1,2,2, , ,1,3,3,2,1,22,3,2,1,7,1,3,2,3,57025,2,2,2.15789473684211,.50743729158452
200365,2,101212,25009,25,1,4,S,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1, , ,1,2,1,2,2,48,8,2,1,5,1,2, ,4,01970,2,2,3.78947368421053,.891109390099646
200366,2,101412,12117,12,3,4,S,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2, , ,1,2,3,2,1,68,6,2,1,7,1,1, ,2,32771,2,2,1.73684210526316,.408425137129004
200373,2,101312,41067,41,4,3,S,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1, , ,2,2,1,1,1,30,6,2,1,5,3,1, ,2,97140,3,3,4.89473684210526,1.15101629554538
200377,2,101212,37051,37,3,3,U,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2, , ,2,4,1,2,1,19,3,2,2,7,3,2, ,2,28301,3,3,6.21052631578947,1.46042927821886
200382,2,101212,49035,49,4,4,S,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2, , ,2,2,1,2,1,27,6,2,1,3,1,1, ,3,84106,3,3,5.21052631578947,1.22527541138701
200384,2,101212,5125,5,3,2,S,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2, , ,1,1,3,2,2,74,3,2,1,2,1,4,2,3,72103,2,2,1.47368421052632,.346542540594307
200392,2,101412,19013,19,2,2,U,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2, , ,2,3,1,2,2,99,8,2,1,99,3,3,9,3,99999,3,3,3.68421052631579,.866356351485767
200393,2,101212,12103,12,3,5,U,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1, , ,1,3,1,1,2,33,3,2,1,4,1,3,2,4,34695,2,2,7.57894736842105,1.78221878019929
200396,2,101212,48453,48,3,4,U,1,2,2,2, , , , , , , , , , , , , ,2,2,1,1,1,51,6,2,1,2,1,3,9,3,78732,3,3,4.57894736842105,1.07675717970374
200401,2,101212,51145,51,3,2,S,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2, , ,1,2,3,2,2,69,6,2,1,7,1,1, ,2,23139,2,2,1.42105263157895,.334166021287367
200404,2,101212,51059,51,3,5,S,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,2,2,32,6,2,1,8,1,2, ,4,22312,2,2,5.10526315789474,1.20052237277313
200407,2,101212,49049,49,4,2,U,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2, , ,2,2,3,1,2,52,7,2,1,7,1,1, ,2,84005,3,3,6.36842105263158,1.49755883613968
200438,2,101212,25015,25,1,2,S,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1, , ,1,3,3,2,2,62,8,2,1,8,1,2, ,4,01002,2,2,2.26315789473684,.532190330198399
200450,2,101312,17037,17,2,2,S,3,2,2,2, , , , , , , , , , , , , ,2,2,1,1,1,42,3,1,6,4,1,2, ,3,60115,3,3,12.5789473684211,2.95798811435855
200456,2,101212,34039,34,1,5,S,1,2,2,2, , , , , , , , , , , , , ,1,2,3,2,1,80,3,2,1,3,1,2, ,1,07027,2,2,4.8421052631579,1.13863977623844
200471,2,101212,17165,17,2,1,R,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,1,99,5,2,1,6,1,3,1,3,62946,3,3,4.52631578947368,1.0643806603968
200474,2,101212,40083,40,3,1,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,2,1,75,3,2,1,9,1,1, ,2,73028,2,2,2.57894736842105,.606449446040037
200477,2,101412,36035,36,1,2,R,3,1,1,2,2,2,2,2,1,2,2,1,2,2,2, , ,1,1,3,2,2,77,4,2,1,3,1,3,1,2,12078,2,2,1.21052631578947,.284659944059609
200485,2,101212,39003,39,2,2,U,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2, , ,2,2,3,2,1,75,3,2,1,3,1,3,1,2,45801,3,3,5.57894736842105,1.31191104653559
200492,2,101212,8059,8,4,3,S,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2, , ,2,3,1,1,1,44,8,2,1,7,1,3,1,1,80401,3,3,6.36842105263158,1.49755883613968
200499,2,101212,5063,5,3,1,R,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2, , ,1,3,1,1,2,52,8,2,1,8,1,2, ,5,72501,2,2,2.73684210526316,.643579003960855
200504,2,101212,12019,12,3,2,S,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2, , ,2,2,2,2,2,62,4,2,1,6,1,1, ,1,32068,3,3,4.42105263157895,1.03962762178292
200508,2,101212,48215,48,3,3,S,3,1,2,2,1,2,2,1,1,1,2,2,2,2,2, , ,1,3,3,2,2,20,3,1,6,4,1,3,2,4,78539,2,2,4,.940615467327404
200512,2,101212,47157,47,3,4,U,1,2,2,2, , , , , , , , , , , , , ,2,3,1,1,2,46,3,2,2,1,1,2, ,3,38127,3,3,12.5789473684211,2.95798811435855
200523,2,101212,16083,16,4,1,R,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2, , ,2,2,1,2,1,56,3,2,5,6,1,1, ,2,83316,3,3,7.36842105263158,1.73271270297153
200526,2,101212,51149,51,3,2,S,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2, , ,1,3,1,2,1,56,6,2,2,3,1,2, ,2,23801,2,2,4.31578947368421,1.01487458316904
200533,2,101212,45063,45,3,3,S,4,2,2,2, , , , , , , , , , , , , ,2,2,3,2,2,56,2,2,1,1,3,3,2,3,29070,3,3,11.8947368421053,2.79709336336833
200539,2,101212,51149,51,3,2,S,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,1,30,8,1,6,6,3,3,1,2,23801,3,3,4.68421052631579,1.10151021831762
200542,2,101212,8077,8,4,1,U,3,2,2,2, , , , , , , , , , , , , ,2,2,1,1,1,40,5,1,4,7,1,3,1,4,81503,3,3,8.05263157894737,1.89360745396175
200552,2,101212,46109,46,2,1,R,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,1,3,2,2,78,3,2,1,3,1,1, ,2,57266,2,2,1.15789473684211,.27228342475267
200563,2,101212,6059,6,4,5,S,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2, , ,1,5,1,2,1,53,8,2,1,9,1,3,2,4,92646,2,2,4.68421052631579,1.10151021831762
200565,2,101212,35057,35,4,1,R,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2, , ,1,3,3,2,1,74,3,2,1,3,1,3,1,2,87035,2,2,3.31578947368421,.77972071633719
200571,2,101212,48307,48,3,1,R,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2, , ,1,2,1,2,2,60,5,2,1,6,2,3,1,3,76825,2,2,2.10526315789474,.495060772277581
200572,2,101212,53061,53,4,2,S,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,3,2,2,19,3,1,1,1,3,3,2,3,98026,3,3,5.8421052631579,1.37379364307029
200581,2,101212,17031,17,2,5,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,3,2,1,65,8,2,1,6,1,3,1,2,60025,2,2,2.52631578947368,.594072926733097
200582,2,101212,6073,6,4,3,S,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1, , ,1,1,1,2,1,58,8,1,1,8,1,3,2,3,91915,2,2,2,.470307733663702
200592,2,101212,26139,26,2,3,S,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1, , ,1,4,2,2,2,18,3,2,1,5,3,2, ,4,49424,2,2,3,.705461600495553
200599,2,101312,8041,8,4,2,U,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2, , ,1,3,3,2,1,18,3,2,1,7,2,3,1,3,80831,2,2,3.21052631578947,.754967677723311
200605,2,101212,22033,22,3,4,U,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2, , ,1,2,3,2,2,50,6,2,1,9,1,1, ,2,70806,2,2,3.31578947368421,.77972071633719
200612,2,101212,24003,24,3,4,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,2,2,62,3,2,1,99,1,2, ,3,20764,2,2,4.05263157894737,.952991986634343
200613,2,101212,35027,35,4,1,R,3,2,2,2, , , , , , , , , , , , , ,2,1,3,2,1,58,3,2,1,1,3,3,9,1,84889,3,3,5.63157894736842,1.32428756584253
200619,2,101212,48141,48,3,3,U,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,1,22,6,1,1,1,1,3,2,4,79925,3,3,3.10526315789474,.730214639109432
200639,2,101412,4011,4,4,1,R,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1, , ,1,2,1,1,1,30,6,2,1,4,1,1, ,2,85534,2,2,2.52631578947368,.594072926733097
200645,2,101212,4021,4,4,1,S,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1, , ,1,3,3,1,2,50,4,2,1,99,1,3,1,2,85119,2,2,3.78947368421053,.891109390099646
200652,2,101212,6073,6,4,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,5,3,1,2,19,3,1,1,2,3,2, ,2,91979,3,3,7.68421052631579,1.80697181881317
200655,2,101212,4019,4,4,2,U,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2, , ,1,2,3,1,1,27,3,2,4,1,1,2, ,3,85712,2,2,4.21052631578947,.990121544555162
200659,2,101212,53033,53,4,4,S,1,2,2,2, , , , , , , , , , , , , ,2,1,3,2,1,50,4,2,5,6,3,2, ,2,98122,3,3,5.05263157894737,1.18814585346619
200661,2,101212,21167,21,3,1,R,1,2,2,2, , , , , , , , , , , , , ,1,2,3,2,2,69,3,2,1,4,1,1, ,1,40330,2,2,2.26315789473684,.532190330198399
200664,2,101212,17031,17,2,5,U,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,1,2,35,6,2,4,8,1,2, ,3,60707,3,3,7.26315789473684,1.70795966435765
200666,2,101212,19011,19,2,1,R,1,2,2,2, , , , , , , , , , , , , ,2,2,3,1,1,78,2,2,1,2,1,2, ,3,52349,3,3,9.78947368421053,2.30203259109075
200672,2,101212,26139,26,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,61,5,2,1,1,1,1, ,2,49448,3,3,3.31578947368421,.77972071633719
200673,2,101212,34037,34,1,2,S,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1, , ,2,2,1,2,1,28,8,2,1,6,1,2, ,4,07439,3,3,5,1.17576933415925
200681,2,101212,49057,49,4,3,U,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2, , ,2,4,2,2,1,21,3,2,1,1,1,3,1,2,84067,3,3,4.78947368421053,1.1262632569315
200690,2,101212,20091,20,2,4,S,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1, , ,2,2,1,1,2,36,8,2,1,8,1,2, ,4,66221,3,3,5.63157894736842,1.32428756584253
200691,2,101212,4005,4,4,1,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,1,2,26,4,2,5,3,1,2, ,3,86001,3,3,12.5789473684211,2.95798811435855
200693,2,101312,53035,53,4,3,S,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1, , ,1,1,3,2,1,31,5,1,3,1,3,3,1,3,98337,2,2,6.05263157894737,1.42329972029805
200695,2,101212,27053,27,2,5,U,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2, , ,1,2,1,2,1,59,8,2,1,8,1,2, ,3,55419,2,2,3.42105263157895,.804473754951069
200702,2,101212,6053,6,4,2,U,1,2,2,2, , , , , , , , , , , , , ,2,1,3,2,1,73,4,2,1,4,1,2, ,4,93921,3,3,4,.940615467327404
200710,2,101412,24510,24,3,5,U,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2, , ,1,2,1,2,2,46,8,2,1,7,1,2, ,3,21212,2,2,4.26315789473684,1.0024980638621
200717,2,101212,29047,29,2,3,S,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2, , ,1,1,1,1,2,39,6,2,4,6,1,1, ,2,64155,2,2,1.63157894736842,.383672098515125
200718,2,101212,38017,38,2,1,U,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,3,2,2,24,4,2,1,2,3,2, ,9,58103,3,3,5.78947368421053,1.36141712376335
200723,2,101212,53007,53,4,1,R,1,2,2,2, , , , , , , , , , , , , ,2,2,1,2,1,67,4,2,1,7,1,3,1,2,98801,3,3,4,.940615467327404
200725,2,101212,16019,16,4,1,R,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1, , ,1,2,3,1,1,59,4,1,1,5,1,1, ,1,83406,2,2,5.10526315789474,1.20052237277313
200735,2,101412,53027,53,4,1,R,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , ,1,3,1,2,1,65,6,2,1,8,1,3,1,2,98595,2,2,1.73684210526316,.408425137129004
200737,2,101212,6083,6,4,2,S,3,2,1,1,1,1,2,2,2,2,9,2,2,2,2, , ,2,6,2,2,2,46,3,2,1,1,3,3,1,3,93455,3,3,12.0526315789474,2.83422292128915
200741,2,101212,20209,20,2,4,U,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2, , ,2,3,3,2,1,57,3,2,1,3,1,3,2,2,66111,3,3,8.8421052631579,2.07925524356584
200765,2,101212,48027,48,3,2,U,3,2,1,1,2,2,2,2,2,2,1,1,1,2,2, , ,2,2,1,1,1,25,3,2,1,4,1,1, ,9,76544,3,3,5.63157894736842,1.32428756584253
200773,2,101212,49005,49,4,1,R,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1, , ,1,2,3,2,1,73,8,2,1,8,1,1, ,2,84341,2,2,1.63157894736842,.383672098515125
200776,2,101212,41011,41,4,1,R,1,1,2,2,1,2,2,2,2,1,8,2,2,2,2, , ,1,2,3,2,2,64,4,2,1,2,1,4,1,2,97459,2,2,2.52631578947368,.594072926733097
200786,2,101212,41051,41,4,4,U,1,2,2,2, , , , , , , , , , , , , ,2,1,3,2,2,59,3,2,1,1,1,3,9,3,97218,3,3,5.57894736842105,1.31191104653559
200788,2,101212,6059,6,4,5,S,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,5,1,1,1,26,3,1,6,6,1,2, ,2,92675,2,2,7.89473684210526,1.85647789604093
200792,2,101212,8003,8,4,1,R,3,1,1,1,2,8,2,2,2,2,2,2,1,2,2, , ,2,2,3,1,1,25,3,1,1,6,3,3,1,3,81101,3,3,7.15789473684211,1.68320662574378
200797,2,101212,53061,53,4,2,S,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,1,2,44,8,2,1,8,1,3,1,3,98026,3,3,6.47368421052632,1.52231187475356
200799,2,101212,49011,49,4,4,S,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1, , ,1,4,1,1,1,30,8,2,1,5,2,1, ,3,84025,2,2,3.47368421052632,.816850274258009
200809,2,101212,35047,35,4,1,R,3,1,2,1,2,2,2,2,2,2,8,2,1,2,2, , ,2,6,3,2,2,20,3,1,1,3,9,2, ,5,87701,3,3,6.31578947368421,1.48518231683274
200810,2,101212,49035,49,4,4,S,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2, , ,1,4,3,2,2,65,3,2,1,2,1,1, ,2,84118,2,2,3.73684210526316,.878732870792706
200813,2,101212,4017,4,4,1,R,3,2,2,2, , , , , , , , , , , , , ,2,1,1,2,2,99,9,1,9,99,3,9,9,9,85937,3,3,5.47368421052632,1.28715800792171
200814,2,101212,35001,35,4,3,U,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2, , ,2,1,3,2,2,58,4,2,1,2,1,2, ,4,87108,3,3,3.78947368421053,.891109390099646
200816,2,101212,4019,4,4,2,U,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,3,2,1,84,3,2,1,5,1,3,2,4,85743,3,3,6.36842105263158,1.49755883613968
200817,2,101212,35009,35,4,1,R,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1, , ,1,4,2,1,2,43,3,2,1,3,1,1, ,1,88124,2,2,5.8421052631579,1.37379364307029
200823,2,101212,8014,8,4,4, ,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,28,3,2,1,2,3,3,9,5,80038,3,3,10.6315789473684,2.50005690000178
200827,2,101212,6059,6,4,5,S,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1, , ,1,2,3,2,1,63,8,2,1,8,1,1, ,3,92656,2,2,3.94736842105263,.928238948020464
200835,2,101212,41047,41,4,2,S,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,1,2,1,43,6,2,1,5,1,9,9,9,97026,2,2,4.21052631578947,.990121544555162
200836,2,101212,8125,8,4,1,R,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,1,50,5,2,1,9,1,1, ,3,80759,3,3,5,1.17576933415925
200838,2,101212,4007,4,4,1,R,3,2,2,2, , , , , , , , , , , , , ,1,3,1,1,1,40,4,2,1,4,1,3,1,8,85501,2,2,3.89473684210526,.915862428713525
200840,2,101412,16001,16,4,3,S,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,1,2,1,27,6,2,3,6,2,3,1,2,83703,2,2,3.05263157894737,.717838119802493
200844,2,101212,6037,6,4,5,U,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,1,6,2,2,1,21,3,1,1,99,3,4,9,9,91780,2,2,5.63157894736842,1.32428756584253
200852,2,101312,36081,36,1,5,U,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2, , ,2,2,1,1,1,38,7,2,1,7,1,2, ,3,11377,3,3,7.73684210526316,1.81934833812011
200855,2,101312,36065,36,1,2,S,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2, , ,1,3,1,1,2,44,6,2,1,6,1,2, ,2,13323,2,2,4.10526315789474,.965368505941283
