psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1,pial2,pial3,pial4a,pial4b,pial4c,pial4d,pial4e,pial4f,pial5a,pial5b,pial5c,pial6a,pial6b,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
101759,1,101312,21117,21,3,4,S,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1, , ,2,3,1,2,58,8,2,1,9,1,2, ,4,41051,2,2,1.84210526315789,.433178175742883
101760,1,101312,24019,24,3,1,R,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1, , ,4,3,1,2,48,4,2,5,1,1,2, ,4,21613,2,2,3.21052631578947,.754967677723311
101772,1,101312,39049,39,2,5,U,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1, , ,3,3,2,2,76,3,2,1,1,1,1, ,1,43228,2,2,4.15789473684211,.977745025248223
101773,1,101312,12086,12,3,4,S,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1, , ,1,2,2,2,54,4,2,1,99,2,3,2,3,33175,2,2,1.89473684210526,.445554695049823
101776,1,101312,42121,42,1,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,2,65,8,2,1,4,1,3,2,3,16323,2,2,1.26315789473684,.297036463366549
101785,1,101312,51550,51,3,3,S,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1, , ,2,3,2,1,52,5,2,2,6,1,2, ,2,23323,2,2,4.89473684210526,1.15101629554538
101792,1,101312,12127,12,3,3,S,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1, , ,1,1,2,2,61,6,2,1,6,1,1, ,2,32128,2,2,1,.235153866831851
101798,1,101312,39155,39,2,2,S,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,2,78,4,2,1,3,1,2, ,2,44420,2,2,1.10526315789474,.25990690544573
101802,1,101312,34037,34,1,2,S,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,2,60,3,2,1,4,1,3,1,3,07422,2,2,4.26315789473684,1.0024980638621
101810,1,101312,42111,42,1,1,R,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,1,2,34,6,2,1,6,1,2, ,3,15542,2,2,3.52631578947368,.829226793564948
101821,1,101312,36091,36,1,2,S,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1, , ,2,3,2,1,72,3,2,1,99,1,3,2,2,12065,2,2,3.78947368421053,.891109390099646
101822,1,101312,12099,12,3,3,S,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1, , ,1,3,2,1,74,5,2,1,4,1,1, ,2,33487,2,2,1.26315789473684,.297036463366549
101825,1,101312,54041,54,3,1,S,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1, , ,2,3,2,1,64,3,2,1,7,1,1, ,2,26452,2,2,3.78947368421053,.891109390099646
101828,1,101312,25027,25,1,3,S,3,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1, , ,2,2,2,2,71,8,2,1,2,1,1, ,2,01420,2,2,1.52631578947368,.358919059901246
101845,1,101312,17031,17,2,5,U,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2, ,1,1,2,2,24,3,2,2,3,1,2, ,5,60636,1,1,5.15789473684211,1.21289889208007
101847,1,101312,34013,34,1,5,S,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1, , ,3,1,2,2,52,8,2,1,6,1,3,2,3,07006,2,2,5.15789473684211,1.21289889208007
101857,1,101312,17113,17,2,2,S,4,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1, , ,3,3,2,2,64,8,2,1,6,1,1, ,2,61705,2,2,2.05263157894737,.482684252970642
101858,1,101412,42043,42,1,3,S,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1, , ,3,1,2,2,54,8,2,1,8,1,1, ,3,17112,2,2,3.78947368421053,.891109390099646
101860,1,101312,40109,40,3,4,U,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,1,70,6,2,1,99,1,3,1,2,73162,2,2,1.73684210526316,.408425137129004
101861,1,101412,53077,53,4,1,U,3,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1, , ,2,3,2,1,75,6,2,1,8,1,1, ,3,98908,2,2,1.63157894736842,.383672098515125
101863,1,101312,55123,55,2,1,R,1,2,2,2, , , , , , , , , , , ,2,1, ,1,3,2,1,76,1,2,1,5,1,1, ,2,54651,1,2,4.36842105263158,1.02725110247598
101865,1,101312,40033,40,3,1,R,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,1,2,28,3,2,1,2,3,4,2,8,73568,2,2,2.15789473684211,.50743729158452
101876,1,101312,55101,55,2,3,U,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2, ,2,3,2,1,86,6,2,1,2,1,1, ,2,53108,1,1,3.89473684210526,.915862428713525
101878,1,101312,48499,48,3,1,R,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1, , ,2,1,1,1,24,3,2,1,4,3,3,1,4,75773,2,2,1.94736842105263,.457931214356762
101881,1,101312,42045,42,1,5,S,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1, , ,2,1,2,1,27,6,2,1,8,3,4,1,3,19036,2,2,3.94736842105263,.928238948020464
101885,1,101312,36085,36,1,5,U,3,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,73,3,2,1,1,9,2, ,2,10306,1,1,3.73684210526316,.878732870792706
101890,1,101312,53061,53,4,2,S,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1, , ,2,1,1,2,43,4,2,1,9,1,1, ,2,98270,2,2,4.63157894736842,1.08913369901068
101898,1,101312,6059,6,4,5,S,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1, , ,2,1,2,1,23,6,1,1,3,1,2, ,4,90631,2,2,4.10526315789474,.965368505941283
101901,1,101312,6057,6,4,1,R,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,2,2,2,59,6,2,1,99,1,1, ,2,96161,2,2,1.68421052631579,.396048617822065
101902,1,101312,6033,6,4,1,S,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1, , ,2,3,1,2,39,5,2,1,4,3,3,2,3,95464,2,2,3.57894736842105,.841603312871888
101905,1,101312,25017,25,1,4,S,1,2,2,2, , , , , , , , , , , ,1, , ,2,1,2,2,47,6,2,1,9,1,3,2,3,01803,2,2,3.78947368421053,.891109390099646
101909,1,101312,24510,24,3,5,U,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1, , ,2,1,1,2,33,3,2,2,4,1,2, ,3,21218,2,2,10.8947368421053,2.56193949653648
101910,1,101312,42003,42,1,4,S,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,1,77,3,2,1,3,1,1, ,2,15143,2,2,3.78947368421053,.891109390099646
101921,1,101312,26029,26,2,1,R,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1, , ,2,3,2,2,63,8,2,1,5,1,3,1,2,49720,2,2,1.47368421052632,.346542540594307
101924,1,101312,6019,6,4,2,U,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1, , ,1,2,1,1,40,4,2,1,3,2,3,1,3,93720,2,2,2.31578947368421,.544566849505339
101926,1,101312,36005,36,1,5,U,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1, , ,2,1,1,2,44,6,2,2,6,1,2, ,2,10466,2,2,7.52631578947368,1.76984226089235
101935,1,101312,50017,50,1,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,2,2,2,2,49,8,2,1,5,1,3,1,2,05054,2,2,2.89473684210526,.680708561881674
101957,1,101312,9015,9,1,2,R,1,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,74,7,2,1,2,1,2, ,4,06243,1,1,1.42105263157895,.334166021287367
101965,1,101312,39113,39,2,4,S,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1, , ,2,3,2,1,72,6,2,1,3,1,3,1,2,45430,2,2,1.84210526315789,.433178175742883
101979,1,101312,26103,26,2,1,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,2,2,2,62,6,2,1,3,1,3,2,3,49849,2,2,1.47368421052632,.346542540594307
101984,1,101312,6033,6,4,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,3,3,1,2,44,7,2,1,4,1,3,1,3,95426,2,2,3.31578947368421,.77972071633719
101990,1,101312,6037,6,4,5,U,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1, , ,2,3,2,2,21,4,2,1,6,1,3,2,4,91203,2,2,8.89473684210526,2.09163176287278
101997,1,101312,6085,6,4,4,U,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1, , ,2,1,1,1,45,5,2,1,8,1,3,1,3,95118,2,2,4.05263157894737,.952991986634343
102001,1,101312,6037,6,4,5,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,2,2,58,7,2,1,99,3,2, ,3,90067,2,2,1.42105263157895,.334166021287367
102003,1,101312,53063,53,4,2,S,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,2,67,6,2,1,8,1,1, ,2,99004,2,2,1,.235153866831851
102005,1,101312,6019,6,4,2,S,1,1,1,2,1,1,1,2,2,8,2,1,2,2,1,1, , ,1,1,2,2,84,8,2,1,99,1,1, ,2,93631,2,2,1,.235153866831851
102009,1,101412,6059,6,4,5,S,3,2,2,2, , , , , , , , , , , ,2,1, ,3,3,2,2,81,4,2,1,99,3,9,9,3,92653,1,2,6.52631578947368,1.5346883940605
102029,1,101312,41017,41,4,1,S,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1, , ,2,2,2,2,67,5,2,1,3,1,1, ,1,97707,2,2,1.94736842105263,.457931214356762
102049,1,101312,32017,32,4,1,R,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,2,70,4,2,1,4,1,2, ,3,89008,2,2,1,.235153866831851
102052,1,101312,53061,53,4,2,S,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1, , ,2,3,1,2,49,5,2,1,3,1,3,2,3,98252,2,2,4.52631578947368,1.0643806603968
102053,1,101312,12033,12,3,3,S,3,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1, , ,3,3,1,1,25,4,2,1,2,3,3,9,3,32505,2,2,7.94736842105263,1.86885441534787
102064,1,101312,6083,6,4,2,U,1,1,1,2,1,1,1,1,1,8,2,2,2,1,1,2,2, ,1,1,2,1,92,8,2,1,3,1,1, ,3,93454,1,1,1.84210526315789,.433178175742883
102069,1,101312,6001,6,4,5,U,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,1,32,6,2,1,9,1,3,9,3,94602,2,2,4.15789473684211,.977745025248223
102074,1,101312,6037,6,4,5,U,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,2,2,99,4,2,1,5,3,3,2,4,91601,2,2,2.52631578947368,.594072926733097
102076,1,101312,29031,29,2,2,U,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1, , ,2,3,2,2,60,6,2,1,7,1,3,2,3,63701,2,2,1.89473684210526,.445554695049823
102088,1,101312,40017,40,3,2,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,1,1,55,4,2,1,4,1,2, ,2,73099,2,2,4,.940615467327404
102097,1,101312,21059,21,3,2,U,1,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,88,3,2,1,2,1,2, ,2,42301,1,1,2.57894736842105,.606449446040037
102098,1,101312,48201,48,3,5,U,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1, , ,2,3,2,2,68,4,2,1,3,1,3,1,2,77089,2,2,2.73684210526316,.643579003960855
102108,1,101312,41067,41,4,3,S,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1, , ,4,3,2,2,30,5,2,1,1,1,2, ,3,97005,2,2,12.5789473684211,2.95798811435855
102110,1,101312,18089,18,2,4,S,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1, , ,4,1,2,2,63,8,2,1,8,1,3,2,3,46321,2,2,2.05263157894737,.482684252970642
102111,1,101412,17197,17,2,3,U,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1, , ,4,1,1,2,54,8,2,1,9,1,4,1,3,60564,2,2,3.47368421052632,.816850274258009
102112,1,101312,53035,53,4,3,S,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1, , ,2,1,2,2,59,8,2,1,7,1,2, ,3,98366,2,2,2.05263157894737,.482684252970642
102113,1,101412,28161,28,3,1,R,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1, , ,1,1,1,1,46,5,2,1,99,1,4,1,1,38922,2,2,1.31578947368421,.309412982673488
102115,1,101312,41067,41,4,3,S,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1, , ,3,3,2,1,71,5,2,1,7,1,3,2,3,97062,2,2,3.26315789473684,.76734419703025
102119,1,101312,41067,41,4,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,2,65,6,2,1,99,1,3,1,3,97223,2,2,1.57894736842105,.371295579208186
102131,1,101312,28071,28,3,1,R,1,2,2,2, , , , , , , , , , , ,2,2, ,1,1,2,1,58,4,2,1,4,1,3,2,3,38655,1,1,2.68421052631579,.631202484653916
102132,1,101412,1117,1,3,2,S,3,1,1,1,1,1,1,2,1,8,1,2,2,2,2,1, , ,4,1,2,1,70,8,2,1,9,1,3,9,3,35115,2,2,1.89473684210526,.445554695049823
102140,1,101312,53033,53,4,4,S,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1, , ,2,3,2,1,63,8,2,1,9,1,3,2,3,98001,2,2,3.10526315789474,.730214639109432
102144,1,101312,17093,17,2,3,S,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1, , ,3,1,2,1,48,6,2,1,8,1,3,1,2,60543,2,2,3,.705461600495553
102148,1,101312,53033,53,4,4,S,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1, , ,3,3,1,2,47,5,2,1,8,1,1, ,3,98031,2,2,4.89473684210526,1.15101629554538
102154,1,101412,55063,55,2,2,S,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1, , ,2,3,2,1,67,5,2,1,3,1,1, ,2,54636,2,2,2.78947368421053,.655955523267795
102168,1,101312,29037,29,2,2,S,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,3,2,1,69,8,2,1,3,1,3,2,2,64701,2,2,1,.235153866831851
102174,1,101312,29189,29,2,4,U,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1, , ,1,3,2,1,19,4,2,1,99,1,1, ,2,63123,2,2,2.89473684210526,.680708561881674
102176,1,101312,1017,1,3,1,R,1,2,2,2, , , , , , , , , , , ,2,1, ,2,3,2,2,82,3,2,1,3,1,2, ,1,36854,1,2,4.21052631578947,.990121544555162
102191,1,101312,48085,48,3,4,S,4,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,2,75,2,1,1,1,1,2, ,4,75407,1,1,7.42105263157895,1.74508922227847
102201,1,101312,55025,55,2,3,S,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1, , ,1,1,2,1,52,3,2,1,4,1,2, ,4,53590,2,2,2.26315789473684,.532190330198399
102210,1,101312,29183,29,2,3,S,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1, , ,4,3,2,2,52,6,2,1,8,1,1, ,3,63304,2,2,3.47368421052632,.816850274258009
102213,1,101312,40051,40,3,1,S,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,1,2,1,50,3,2,1,99,1,1, ,4,73067,2,2,3.63157894736842,.853979832178827
102214,1,101312,17031,17,2,5,S,3,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1, , ,2,3,2,2,51,4,2,1,99,1,2, ,3,60478,2,2,5.05263157894737,1.18814585346619
102216,1,101312,22063,22,3,2,S,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1, , ,1,1,1,1,42,2,2,1,6,1,1, ,1,70726,2,2,5.52631578947368,1.29953452722865
102218,1,101312,17197,17,2,3,S,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1, , ,2,1,2,2,64,3,2,1,6,1,2, ,4,60449,2,2,3.68421052631579,.866356351485767
102231,1,101312,29209,29,2,1,R,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1, , ,2,2,1,2,41,4,2,1,5,1,3,1,2,65737,2,2,3.10526315789474,.730214639109432
102234,1,101312,27007,27,2,1,R,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,66,8,2,1,6,1,3,1,2,56601,2,2,1.42105263157895,.334166021287367
102236,1,101312,19113,19,2,2,U,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,1,2,2,52,4,2,1,7,3,4,9,8,52405,2,2,2,.470307733663702
102240,1,101312,28067,28,3,1,R,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,2,67,8,2,1,9,1,1, ,1,39443,2,2,1.10526315789474,.25990690544573
102241,1,101312,22079,22,3,1,U,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,2,66,3,2,1,4,1,1, ,1,71360,2,2,1.10526315789474,.25990690544573
102245,1,101312,48113,48,3,5,U,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1, , ,1,3,2,1,84,6,2,1,99,1,3,2,2,75248,2,2,1.10526315789474,.25990690544573
102247,1,101312,19153,19,2,3,U,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1, , ,1,3,2,2,76,4,2,1,3,1,1, ,2,50265,2,2,1.05263157894737,.24753038613879
102248,1,101312,48113,48,3,5,U,4,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1, , ,2,1,2,1,49,8,2,1,9,1,3,9,3,75204,2,2,3.63157894736842,.853979832178827
102253,1,101312,29091,29,2,1,R,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1, , ,3,1,2,1,22,3,2,1,2,3,1, ,1,65548,2,2,2.15789473684211,.50743729158452
102255,1,101312,27163,27,2,3,S,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1, , ,2,1,2,2,56,5,2,1,6,1,1, ,2,55128,2,2,2.68421052631579,.631202484653916
102268,1,101312,28121,28,3,2,S,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1, , ,2,3,2,2,62,3,2,1,7,1,1, ,2,39042,2,2,3.78947368421053,.891109390099646
102271,1,101412,29189,29,2,4,U,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1, , ,2,3,2,1,68,6,2,1,7,1,3,2,3,63117,2,2,1.84210526315789,.433178175742883
102281,1,101312,47109,47,3,1,R,3,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,1,87,1,2,1,4,3,2, ,3,38375,2,2,2.94736842105263,.693085081188613
102291,1,101312,19139,19,2,1,R,1,1,1,2,1,1,8,2,2,2,1,1,2,2,2,1, , ,6,1,2,1,70,8,2,1,5,1,1, ,2,52761,2,2,1.52631578947368,.358919059901246
102306,1,101312,5119,5,3,3,S,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1, , ,1,3,2,1,63,3,2,4,4,1,1, ,1,72120,2,2,2.31578947368421,.544566849505339
102310,1,101312,29043,29,2,2,S,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,2,72,5,2,1,4,1,1, ,1,65721,2,2,2.21052631578947,.51981381089146
102313,1,101412,28051,28,3,1,R,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1, , ,2,1,2,2,28,6,1,4,3,1,2, ,2,39095,2,2,4.26315789473684,1.0024980638621
102316,1,101312,48257,48,3,2,S,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1, , ,3,2,1,2,35,3,2,1,3,1,3,9,2,75126,2,2,6.36842105263158,1.49755883613968
102318,1,101312,29027,29,2,1,S,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1, , ,4,1,9,2,34,4,2,1,3,1,1, ,1,65251,2,2,9.68421052631579,2.27727955247687
102321,1,101312,17031,17,2,5,S,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,2,2,1,60,3,2,1,1,3,3,9,9,60067,1,1,5.73684210526316,1.34904060445641
102332,1,101312,51179,51,3,3,S,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1, , ,2,3,2,2,49,4,2,1,3,1,3,2,3,22554,2,2,3.57894736842105,.841603312871888
102336,1,101312,51059,51,3,5,S,3,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1, , ,2,2,1,2,49,6,2,1,9,1,2, ,5,22153,2,2,4.26315789473684,1.0024980638621
102339,1,101312,33011,33,1,3,S,1,2,2,2, , , , , , , , , , , ,1, , ,2,3,2,1,85,3,2,1,2,1,1, ,2,03076,2,2,3.57894736842105,.841603312871888
102346,1,101312,51810,51,3,4,U,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1, , ,1,1,2,1,59,6,2,1,6,1,2, ,4,23462,2,2,1.31578947368421,.309412982673488
102353,1,101312,55025,55,2,3,S,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1, , ,2,3,1,2,33,6,2,1,2,1,2, ,4,53713,2,2,3.89473684210526,.915862428713525
102360,1,101312,53039,53,4,1,R,3,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1, , ,2,3,1,2,45,6,2,1,7,1,3,2,3,98672,2,2,3.05263157894737,.717838119802493
102363,1,101312,55025,55,2,3,S,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1, , ,2,2,2,2,64,3,2,1,99,1,2, ,4,53575,2,2,3.68421052631579,.866356351485767
102366,1,101312,8035,8,4,2,S,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1, , ,2,1,2,1,60,6,2,1,7,1,1, ,3,80108,2,2,3.10526315789474,.730214639109432
102367,1,101312,40145,40,3,2,S,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1, , ,2,3,2,1,69,8,2,1,5,1,2, ,3,74467,2,2,1.73684210526316,.408425137129004
102372,1,101312,35049,35,4,1,U,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1, , ,2,1,2,1,59,8,2,1,6,1,3,2,5,87505,2,2,2.36842105263158,.556943368812279
102374,1,101312,25023,25,1,3,S,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1, , ,2,1,1,2,53,5,2,1,6,1,3,1,2,02370,2,2,4.05263157894737,.952991986634343
102384,1,101312,27037,27,2,3,S,3,1,2,1,2,1,8,2,2,2,8,1,2,2,2,1, , ,3,1,1,1,36,6,1,2,2,3,1, ,3,55337,2,2,4.78947368421053,1.1262632569315
102393,1,101312,45063,45,3,3,S,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1, , ,3,1,2,2,60,8,2,1,8,1,2, ,3,29073,2,2,1.84210526315789,.433178175742883
102401,1,101312,49057,49,4,3,U,4,2,2,2, , , , , , , , , , , ,1, , ,2,1,2,1,64,6,2,1,4,1,1, ,3,84403,2,2,2.89473684210526,.680708561881674
102403,1,101312,29183,29,2,3,S,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1, , ,2,1,2,2,65,4,2,5,6,1,1, ,2,63385,2,2,2.10526315789474,.495060772277581
102404,1,101312,6065,6,4,2,S,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1, ,5,3,2,2,55,7,2,3,1,1,1, ,2,92557,1,2,4.47368421052632,1.05200414108986
102409,1,101312,39089,39,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,1,2,1,51,5,2,1,7,3,3,9,3,43056,1,1,3.05263157894737,.717838119802493
102410,1,101312,4003,4,4,1,R,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,1,3,2,1,70,3,2,4,1,1,4,1,1,85636,1,1,2.73684210526316,.643579003960855
102411,1,101312,26025,26,2,2,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,1,2,2,2,59,8,2,1,8,1,1, ,2,49015,2,2,1,.235153866831851
102417,1,101312,48491,48,3,3,U,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1, , ,5,3,2,2,82,4,2,1,7,1,1, ,1,78665,2,2,2.15789473684211,.50743729158452
102425,1,101312,4013,4,4,3,U,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1, , ,2,1,1,1,48,6,2,4,6,1,1, ,1,85212,2,2,3.21052631578947,.754967677723311
102452,1,101312,32031,32,4,1,U,1,2,2,2, , , , , , , , , , , ,2,2, ,1,3,2,1,67,3,2,1,3,1,2, ,4,89506,1,1,2.68421052631579,.631202484653916
102453,1,101312,6013,6,4,4,U,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1, , ,2,1,1,2,42,8,2,1,9,1,3,1,3,94507,2,2,4,.940615467327404
102460,1,101312,49045,49,4,1,S,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1, , ,2,1,1,1,31,3,2,1,5,1,1, ,1,84074,2,2,3.21052631578947,.754967677723311
102463,1,101312,4019,4,4,2,U,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1, , ,2,3,2,1,70,8,1,1,7,1,2, ,2,85719,2,2,2.89473684210526,.680708561881674
102464,1,101312,53033,53,4,4,S,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1, , ,3,3,1,2,45,6,2,1,9,1,2, ,3,98075,2,2,4.26315789473684,1.0024980638621
102467,1,101312,4013,4,4,3,S,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1, , ,2,3,1,2,31,6,2,1,6,1,1, ,2,85387,2,2,4.47368421052632,1.05200414108986
102476,1,101312,41051,41,4,4,U,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1, , ,2,2,2,1,31,6,2,4,1,1,2, ,2,97213,2,2,3.26315789473684,.76734419703025
102477,1,101312,4025,4,4,1,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,1,76,6,2,1,8,1,1, ,2,86301,2,2,1.63157894736842,.383672098515125
102491,1,101312,27097,27,2,1,R,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,1,2,2,57,3,2,1,5,1,2, ,2,56443,2,2,3,.705461600495553
102495,1,101312,47117,47,3,1,R,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1, , ,2,3,1,2,50,3,2,1,2,1,3,1,3,37091,2,2,4.52631578947368,1.0643806603968
102501,1,101312,56013,56,4,1,R,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,1,2,2,60,6,2,1,4,1,2, ,3,82515,1,1,1.47368421052632,.346542540594307
102502,1,101312,51710,51,3,5,U,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1, , ,2,1,1,1,39,8,2,1,7,1,1, ,2,23503,2,2,4.21052631578947,.990121544555162
102505,1,101312,48439,48,3,5,S,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1, , ,2,3,2,2,60,8,2,1,9,1,3,1,2,76051,2,2,2.36842105263158,.556943368812279
102508,1,101312,6077,6,4,3,U,1,2,2,2, , , , , , , , , , , ,1, , ,1,3,2,1,52,2,2,1,2,1,2, ,2,95207,2,2,5.26315789473684,1.23765193069395
102511,1,101312,25001,25,1,3,U,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1, , ,2,2,2,1,61,8,2,1,4,1,3,1,3,02673,2,2,2.78947368421053,.655955523267795
102517,1,101312,22121,22,3,2,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1, , ,2,3,2,2,61,4,2,1,9,1,1, ,1,70767,2,2,2.73684210526316,.643579003960855
