CaseID,weight1,weight2,tm_start,tm_finish,duration,XTESS089,XPPRACEM,XPARTY7,XIDEO,XREL1,XREL2,Block_Order_First,Block_Order_Second,Image_Shown,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET
1140,.19,.33,10/31/2011,10/31/2011,1,5,1,1,7,3,1,2,1,5,2,5,5,7,4,6,6,7,4,3,60,5,4,13,4,4,1,1,3,1,16,1,1,4,9,1,93,0,0,0,0,3,1,1
1141,3.43,1.34,10/31/2011,10/31/2011,3,9,1,5,4,3,3,1,2,9,4,6,6,4,2,4,6,3,1,2,19,1,1,10,3,1,1,0,4,1,18,5,1,1,1,1,14,0,0,0,0,4,1,1
1142,.26,.44,10/31/2011,10/31/2011,6,24,6,5,4,1,1,2,1,24,7,8,10,6,5,8,8,6,2,2,23,1,1,5,1,4,2,1,4,4,4,1,0,3,7,2,73,1,1,0,0,2,6,0
1143,3.78,1.48,10/31/2011,10/31/2011,1,1,1,2,4,2,5,1,2,1,3,3,4,6,2,3,7,8,3,1,18,1,1,9,2,1,1,0,3,1,17,5,0,3,6,1,63,0,0,0,0,3,1,1
1144,1.71,.67,10/31/2011,10/31/2011,1,20,1,7,2,3,5,2,1,20,1,1,6,1,2,1,6,1,4,3,26,2,1,12,4,1,2,1,2,3,15,6,1,1,2,2,23,0,0,0,0,2,1,1
1145,2.34,.92,10/31/2011,10/31/2011,1,9,1,1,6,1,1,2,1,9,4,4,6,6,4,4,6,6,3,3,57,5,3,12,4,1,1,1,2,1,16,1,1,2,3,1,31,0,0,0,0,2,1,1
1146,1.32,.52,10/31/2011,10/31/2011,1,22,1,2,4,2,2,1,2,22,2,2,6,6,2,2,6,4,4,2,43,3,2,10,3,1,2,1,3,1,10,1,1,4,9,1,92,0,0,1,0,2,1,1
1147,.23,.39,10/31/2011,10/31/2011,5,16,7,6,4,1,2,1,2,16,6,4,6,4,5,6,6,6,3,4,47,4,3,9,2,4,2,1,6,1,8,4,1,3,7,2,74,0,0,3,1,2,4,1
1148,1.6,2.72,10/31/2011,10/31/2011,2,20,1,6,3,5,5,1,2,20,4,4,6,6,6,6,6,7,4,3,26,2,1,10,3,4,2,1,4,3,10,6,1,3,5,2,59,0,0,1,0,3,1,1
1149,.85,.33,10/31/2011,10/31/2011,2,20,1,5,3,2,3,1,2,20,1,3,4,2,1,3,2,4,3,3,38,3,2,13,4,1,2,1,4,1,17,1,1,3,5,1,59,0,2,0,0,2,1,1
1150,.32,.55,10/31/2011,10/31/2011,2,21,1,7,4,5,4,2,1,21,5,4,6,4,3,4,6,3,3,3,75,7,4,13,4,4,2,1,2,1,14,1,1,1,2,1,22,0,0,0,0,2,2,1
1151,1.2,6.24,10/31/2011,10/31/2011,1,15,4,1,6,3,2,1,2,15,3,3,3,3,4,4,4,4,2,2,57,5,3,9,2,3,2,1,2,1,9,1,1,4,9,2,93,0,0,0,0,2,4,0
1152,.03,.15,10/31/2011,10/31/2011,2,15,4,2,4,13, ,1,2,15,7,8,9,8,7,8,8,8,1,4,47,4,3,12,4,3,2,1,6,1,14,1,1,4,9,1,93,0,1,0,0,5,3,1
1153,1.55,3.22,10/31/2011,10/31/2011,3,2,2,7,1,1,4,1,2,2,3,8,8,5,2,5,10,5,3,1,39,3,2,9,2,2,1,0,4,3,2,5,1,1,2,2,22,0,0,0,1,3,1,1
1154,.28,1.46,10/31/2011,10/31/2011,1,2,4,5,-1,13, ,2,1,2,10,10,10,10,10,10,10,10,1,1,55,5,3,9,2,3,1,1,4,2,7,1,1,4,9,1,93,0,0,0,0,4,1,1
1155,1.76,.69,10/31/2011,10/31/2011,1,17,1,3,5,3,1,1,2,17,2,4,8,4,7,6,10,7,3,3,64,5,4,12,4,1,2,1,2,1,12,1,1,2,4,1,47,0,0,0,0,2,1,1
1156,1.01,.4,10/31/2011,10/31/2011,1,19,1,3,3,3,5,2,1,19,3,2,4,2,3,2,4,2,5,1,24,1,1,11,3,1,2,0,3,2,17,6,1,2,4,1,41,0,0,0,0,3,1,1
1157,.28,1.45,10/31/2011,10/31/2011,1,6,4,5,2,11,3,1,2,6,6,3,6,4,3,2,3,2,2,1,33,2,2,12,4,3,1,1,1,3,11,1,1,4,8,1,86,0,0,0,0,1,1,1
1158,.19,.32,10/31/2011,10/31/2011,0,13,1,3,4,1,6,1,2,13,4,4,4,4,-1,-1,-1,-1,-1,-1,43,3,2,9,2,4,2,1,1,1,12,5,1,4,8,1,85,0,0,0,0,1,1,1
1159,.1,.5,10/31/2011,10/31/2011,1,19,4,6,2,7,6,2,1,19,5,2,9,5,3,2,8,2,5,4,26,2,1,12,4,3,2,0,3,3,5,5,1,3,6,2,62,0,0,0,0,3,7,1
1160,.18,.38,10/31/2011,10/31/2011,2,23,2,7,3,11,2,1,2,23,5,6,10,6,4,5,8,6,4,2,44,3,2,12,4,2,2,1,5,1,19,1,1,3,5,1,52,0,0,2,1,2,1,1
1162,3.16,1.24,10/31/2011,10/31/2011,3,19,1,5,2,3,5,1,2,19,1,6,7,6,1,6,7,6,4,1,40,3,2,12,4,1,2,1,4,1,17,1,1,3,7,1,74,0,1,1,0,2,7,1
1163,1.51,.59,10/31/2011,10/31/2011,2,16,1,2,5,2,2,1,2,16,5,5,8,5,5,5,8,5,4,1,46,4,3,13,4,1,2,1,2,1,16,1,1,4,8,1,84,0,0,0,0,2,1,1
1164,.41,.7,10/31/2011,10/31/2011,1,3,1,3,6,3,6,2,1,3,1,2,5,3,2,2,6,3,2,2,39,3,2,14,4,4,1,1,5,1,16,1,1,1,2,1,21,0,2,1,0,2,2,1
1165,1.64,3.42,10/31/2011,10/31/2011,2,16,2,5,2,11,3,2,1,16,5,10,10,8,6,8,10,10,3,4,22,1,1,10,3,2,2,0,3,3,6,5,1,3,5,2,58,0,0,0,1,2,4,1
1166,.34,.58,10/31/2011,10/31/2011,2,15,1,5,3,13, ,2,1,15,2,2,4,6,6,4,8,8,1,3,18,1,1,7,1,4,2,0,5,1,11,5,1,3,7,2,74,0,0,1,1,3,7,0
1167,1.74,.68,10/31/2011,10/31/2011,4,8,1,5,4,13, ,2,1,8,2,3,8,4,2,3,8,4,2,3,41,3,2,10,3,1,1,1,4,1,16,1,1,2,3,1,35,0,0,1,1,2,1,1
1168,.54,1.11,10/31/2011,10/31/2011,1,23,2,6,4,11,3,2,1,23,2,4,9,6,3,4,9,4,4,4,49,4,3,12,4,2,2,0,4,1,14,5,1,4,9,1,93,0,0,1,0,3,1,1
1169,.51,.86,10/31/2011,10/31/2011,2,16,1,4,-1,11,1,1,2,16,6,6,6,8,6,4,8,8,4,-1,65,6,4,9,2,4,2,1,2,1,9,1,0,3,7,1,74,0,0,0,0,2,5,1
1170,1.6,.63,10/31/2011,10/31/2011,11,18,1,2,4,3,2,2,1,18,2,2,4,4,8,6,7,7,2,1,23,1,1,12,4,1,2,0,5,1,17,5,1,2,4,1,42,0,1,0,0,4,4,1
1171,.16,.86,10/31/2011,10/31/2011,2,1,4,3,6,8,4,1,2,1,4,4,6,6,4,4,6,6,3,3,34,2,2,12,4,3,1,0,3,1,15,1,1,2,4,1,47,0,0,0,1,2,2,0
1172,.24,.4,10/31/2011,10/31/2011,5,2,2,7,4,8,2,1,2,2,6,5,5,7,5,6,8,8,4,4,41,3,2,11,3,4,1,1,2,3,1,5,1,4,9,2,93,0,0,0,0,2,2,0
1173,.06,.13,10/31/2011,10/31/2011,3,20,2,4,6,9,1,2,1,20,6,6,10,2,6,6,10,2,1,1,60,5,4,8,1,2,2,1,2,1,8,1,1,3,7,1,74,0,0,0,0,2,6,1
1174,3.64,1.43,10/31/2011,10/31/2011,2,5,1,3,5,13, ,1,2,5,5,3,8,3,5,4,5,2,3,2,61,5,4,12,4,1,1,1,3,1,19,1,1,4,9,1,92,0,0,0,0,3,5,1
1175,.23,.38,10/31/2011,10/31/2011,6,2,1,3,5,12,1,1,2,2,4,5,8,4,6,5,7,7,1,1,70,6,4,10,3,4,1,1,2,1,10,1,1,3,5,2,59,0,0,0,0,2,5,1
1176,2.08,.81,10/31/2011,10/31/2011,1,5,1,3,4,3,4,1,2,5,3,2,3,2,4,3,3,4,3,1,30,2,2,9,2,1,1,1,3,3,11,6,1,4,9,2,91,0,0,1,0,2,1,1
1177,8.02,3.14,10/31/2011,10/31/2011,2,13,1,7,2,3,2,1,2,13,1,3,4,6,2,2,9,4,4,2,36,3,2,14,4,1,2,1,4,1,18,1,1,1,2,1,21,1,1,0,0,2,7,1
1178,.98,.38,10/31/2011,10/31/2011,2,2,1,1,7,2,2,2,1,2,4,7,10,4,4,6,10,0,4,3,80,7,4,9,2,1,1,1,2,2,13,1,1,3,7,1,74,0,0,0,0,2,5,1
1179,.59,.99,10/31/2011,10/31/2011,2,3,6,2,2,11,4,2,1,3,2,2,5,3,4,10,5,3,4,4,33,2,2,9,2,4,1,1,2,1,4,5,0,3,7,1,73,0,0,0,0,2,6,1
1180,1.08,.42,10/31/2011,10/31/2011,1,12,1,1,2,2,6,2,1,12,2,2,4,3,2,2,4,3,4,3,52,4,3,10,3,1,1,1,4,1,15,1,1,2,3,1,33,0,0,0,0,4,2,1
1181,.03,.13,10/31/2011,10/31/2011,2,24,4,6,4,11,5,1,2,24,4,3,5,6,3,4,6,6,2,4,22,1,1,11,3,3,2,0,7,1,7,5,1,4,9,2,93,0,0,0,1,6,7,1
1182,.08,.42,10/31/2011,10/31/2011,1,19,4,6,3,13, ,1,2,19,2,3,5,4,1,3,4,3,2,2,27,2,1,12,4,3,2,1,2,3,13,1,1,2,4,2,42,0,0,0,0,2,1,1
1183,.25,.52,10/31/2011,10/31/2011,1,20,2,2,4,1,5,2,1,20,4,4,9,6,6,5,8,4,4,3,28,2,1,10,3,2,2,0,4,1,3,6,1,3,7,3,74,0,1,1,0,2,4,1
1184,.07,.15,10/31/2011,10/31/2011,2,6,2,6,5,2,1,2,1,6,4,4,10,5,5,6,10,4,4,2,64,5,4,13,4,2,1,1,2,1,18,1,1,1,2,1,21,0,0,0,0,2,1,1
1185,.06,.33,10/31/2011,10/31/2011,1,13,4,3,4,11,2,1,2,13,0,4,6,3,5,5,8,5,2,2,23,1,1,10,3,3,2,1,3,3,8,6,1,4,9,2,93,0,0,0,0,3,6,1
1186,2.96,1.16,10/31/2011,10/31/2011,1,17,1,2,5,2,5,2,1,17,0,4,6,2,2,4,8,2,2,3,54,4,3,12,4,1,2,1,2,1,19,1,1,4,8,1,85,0,0,0,0,2,1,1
1187,.17,.36,10/31/2011,10/31/2011,1,1,2,4,4,11,1,2,1,1,4,4,4,4,6,7,7,7,3,3,34,2,2,9,2,2,1,1,2,3,8,1,1,3,7,2,74,0,0,0,0,2,1,0
1188,.03,.17,10/31/2011,10/31/2011,1,18,4,5,6,8,5,1,2,18,4,4,5,5,4,5,4,5,5,1,18,1,1,10,3,3,2,0,4,2,9,5,1,3,5,2,59,0,0,0,1,3,1,1
1189,.18,.31,10/31/2011,10/31/2011,1,12,7,6,4,3,4,1,2,12,2,4,4,4,4,4,4,4,2,2,25,2,1,10,3,4,1,0,4,1,9,5,1,3,7,1,74,0,0,0,0,4,7,1
1191,.12,.6,10/31/2011,10/31/2011,1,4,4,5,4,8,6,2,1,4,5,5,6,4,8,5,6,7,3,2,25,2,1,12,4,3,1,1,7,1,8,5,1,4,9,1,93,0,1,1,0,5,1,1
1192,1.55,.61,10/31/2011,10/31/2011,2,1,1,5,4,13, ,1,2,1,2,7,7,6,3,6,6,6,2,1,49,4,3,12,4,1,1,1,3,1,16,1,1,4,9,1,91,0,0,0,1,2,1,1
1193,.72,1.5,10/31/2011,10/31/2011,3,6,2,6,4,1,5,1,2,6,4,6,5,8,2,5,2,4,5,1,46,4,3,11,3,2,1,1,1,3,12,5,1,3,5,2,58,0,0,0,0,1,1,1
1194,.42,.72,10/31/2011,10/31/2011,4,19,6,6,4,11,6,1,2,19,2,5,7,6,2,3,7,5,4,4,40,3,2,9,2,4,2,1,4,3,1,6,1,4,8,2,88,1,1,0,0,2,4,0
1195,.09,.49,10/31/2011,10/31/2011,1,1,4,6,5,11,6,1,2,1,2,3,4,3,0,4,4,3,3,2,52,4,3,13,4,3,1,1,3,1,19,1,1,4,9,1,93,0,0,0,1,2,1,1
1196,.24,1.28,10/31/2011,10/31/2011,2,5,4,7,3,8,6,2,1,5,3,3,6,3,3,3,6,3,3,3,58,5,3,12,4,3,1,1,1,3,3,5,1,1,1,2,14,0,0,0,0,1,2,1
1197,2.37,.93,10/31/2011,10/31/2011,3,7,1,5,3,2,4,2,1,7,1,4,8,5,1,6,9,5,-1,-1,57,5,3,10,3,1,1,1,2,1,12,1,0,2,4,1,42,0,0,0,0,2,7,1
1198,.38,.79,10/31/2011,10/31/2011,6,20,2,7,3,5,2,1,2,20,6,4,4,4,4,4,4,4,3,3,40,3,2,10,3,2,2,1,4,1,3,4,1,3,5,2,59,0,0,0,1,3,6,0
1199,.45,.95,10/31/2011,10/31/2011,2,11,2,6,4,1,5,1,2,11,2,4,5,6,2,4,6,5,4,4,52,4,3,8,1,2,1,1,6,1,15,6,1,4,8,1,88,2,0,0,0,4,1,1
1200,.04,.21,10/31/2011,10/31/2011,2,1,4,6,2,13, ,2,1,1,4,4,8,2,6,5,8,4,3,4,35,3,2,13,4,3,1,0,2,3,15,1,1,4,9,1,93,0,0,0,0,2,2,1
1201,1.77,3,10/31/2011,10/31/2011,2,15,7,6,3,13, ,1,2,15,4,0,6,8,0,0,0,0,4,4,48,4,3,6,1,4,2,1,4,3,11,1,1,4,9,2,93,2,0,0,0,2,7,1
1202,.51,.2,10/31/2011,10/31/2011,1,24,1,4,2,13, ,2,1,24,2,4,7,4,4,4,6,3,1,3,30,2,2,10,3,1,2,1,2,2,8,6,1,4,9,2,93,0,0,0,0,2,2,0
1203,.24,.5,10/31/2011,10/31/2011,2,1,2,7,1,1,6,2,1,1,2,10,10,10,2,10,10,6,3,5,48,4,3,6,1,2,1,0,2,2,7,5,1,3,5,1,53,0,0,0,0,2,4,0
1204,.29,.6,10/31/2011,10/31/2011,21,12,2,5,5,9,3,2,1,12,5,10,9,5,5,9,10,5,4,3,59,5,3,10,3,2,1,1,4,3,9,1,1,3,5,2,59,0,0,0,0,4,6,1
1205,.96,1.99,10/31/2011,10/31/2011,9,9,2,7,6,1,2,2,1,9,3,6,10,6,4,6,10,6,2,4,75,7,4,9,2,2,1,0,1,3,3,4,1,1,2,2,21,0,0,0,0,1,6,0
1206,2.1,.82,10/31/2011,10/31/2011,1,23,1,5,4,13, ,2,1,23,6,6,8,8,4,6,6,6,4,4,35,3,2,11,3,1,2,1,2,1,9,1,1,4,8,2,88,0,0,0,0,2,2,1
1207,4.1,1.61,10/31/2011,10/31/2011,4,19,1,6,5,9,2,2,1,19,1,5,10,3,1,6,10,4,4,3,30,2,2,5,1,1,2,1,5,1,9,1,1,2,4,2,43,0,0,2,1,2,1,1
1208,1.43,.56,10/31/2011,10/31/2011,9,6,1,6,5,3,4,1,2,6,6,4,10,8,6,4,10,6,5,2,68,6,4,11,3,1,1,1,2,1,10,1,0,2,3,1,31,0,0,0,0,2,5,1
1209,3.02,1.18,10/31/2011,10/31/2011,2,6,1,3,6,1,2,2,1,6,2,1,2,2,2,2,3,2,2,4,48,4,3,10,3,1,1,1,3,1,14,1,1,3,6,1,62,0,0,0,1,2,1,1
1210,.43,.9,10/31/2011,10/31/2011,0,16,2,7,1,6,3,2,1,16,10,10,10,10,10,10,10,10,5,5,51,4,3,8,1,2,2,1,2,1,11,2,1,1,2,2,23,0,1,0,0,1,1,1
1211,.96,.38,10/31/2011,10/31/2011,2,10,1,3,5,3,4,1,2,10,3,6,4,6,4,6,6,6,4,1,64,5,4,13,4,1,1,1,1,1,16,1,1,3,5,1,52,0,0,0,0,1,5,1
1212,.28,.58,10/31/2011,11/1/2011,1408,18,2,7,4,1,2,2,1,18,4,6,10,10,6,6,10,8,4,4,65,6,4,9,2,2,2,1,1,2,9,3,1,3,5,1,56,0,0,0,0,1,1,0
1213,1.53,.6,10/31/2011,10/31/2011,2,4,1,7,2,2,4,2,1,4,2,3,8,5,4,3,8,5,3,1,64,5,4,13,4,1,1,1,2,1,18,1,1,2,3,1,34,0,0,0,0,2,1,1
1214,.19,.39,10/31/2011,10/31/2011,4,8,2,7,2,9,1,1,2,8,6,4,10,6,6,6,10,7,3,3,61,5,4,11,3,2,1,1,2,1,13,1,1,2,3,1,34,0,0,0,0,2,1,1
1215,.13,.68,10/31/2011,10/31/2011,1,2,4,3,5,3,3,1,2,2,4,4,6,6,6,4,6,6,4,1,47,4,3,12,4,3,1,1,1,1,10,3,1,2,4,1,47,0,0,0,0,1,1,0
1216,2.13,.83,10/31/2011,10/31/2011,3,16,1,6,2,13, ,2,1,16,6,10,10,6,6,9,10,6,5,3,53,4,3,10,3,1,2,1,3,1,19,1,1,1,2,1,21,0,0,0,0,3,1,1
1217,.33,1.72,10/31/2011,10/31/2011,12,4,4,7,2,6,3,2,1,4,2,6,8,6,4,8,8,6,3,3,61,5,4,10,3,3,1,1,3,1,10,1,1,3,7,1,74,0,0,0,0,3,6,1
1218,.55,1.14,10/31/2011,10/31/2011,3,13,2,6,5,9,1,1,2,13,6,8,10,4,4,7,8,8,3,4,55,5,3,12,4,2,2,1,2,1,17,1,1,1,2,1,21,0,0,0,0,2,1,1
1219,.5,1.03,10/31/2011,10/31/2011,28,24,2,4,4,11,1,2,1,24,5,8,10,7,5,8,10,6,5,4,63,5,4,10,3,2,2,1,1,1,7,4,1,3,5,1,59,0,0,0,0,1,1,0
1220,.16,.26,10/31/2011,10/31/2011,1,1,1,1,2,5,6,1,2,1,1,1,1,1,1,1,1,1,2,1,71,6,4,13,4,4,1,1,2,2,18,1,1,3,7,1,74,0,0,0,0,2,5,1
1221,.14,.24,10/31/2011,10/31/2011,2,20,6,7,3,3,4,1,2,20,2,4,4,8,5,5,4,6,2,2,63,5,4,14,4,4,2,1,2,1,15,1,1,1,2,1,21,0,0,0,0,2,2,1
1222,.4,.83,10/31/2011,10/31/2011,4,23,2,7,4,1,2,1,2,23,4,2,2,1,3,3,2,2,3,3,34,2,2,13,4,2,2,1,2,1,11,5,1,3,5,1,58,0,0,1,0,1,1,1
1223,.31,.53,10/31/2011,10/31/2011,2,7,6,1,7,11,2,1,2,7,3,5,6,3,2,5,8,3,3,3,54,4,3,9,2,4,1,1,13,1,11,1,1,4,8,1,84,1,2,3,3,4,1,1
1224,2.76,1.08,10/31/2011,10/31/2011,1,24,1,6,5,3,1,1,2,24,2,4,6,5,2,4,5,5,4,2,57,5,3,12,4,1,2,0,2,1,12,3,1,4,8,1,85,0,0,0,1,1,1,1
1225,.11,.58,10/31/2011,10/31/2011,0,10,4,5,3,13, ,1,2,10,8,5,7,4,8,4,7,5,3,2,28,2,1,12,4,3,1,1,2,2,14,1,1,3,7,1,74,0,0,0,0,2,1,1
1226,1.92,.75,10/31/2011,10/31/2011,1,2,1,1,6,4,2,1,2,2,1,5,4,3,1,3,3,2,4,4,36,3,2,10,3,1,1,1,6,1,13,1,1,4,8,1,87,0,2,1,1,2,2,1
1227,.58,1.2,10/31/2011,10/31/2011,1,8,2,7,4,11,1,1,2,8,1,4,6,6,4,4,4,4,3,1,42,3,2,12,4,2,1,1,4,3,12,1,1,1,2,2,22,1,1,0,0,2,1,1
1228,3.87,1.51,10/31/2011,10/31/2011,1,13,1,3,6,3,4,2,1,13,0,1,1,1,1,2,2,2,3,3,61,5,4,9,2,1,2,1,2,1,16,3,1,1,1,1,16,0,0,0,0,2,1,1
1229,1.1,1.87,10/31/2011,10/31/2011,1,20,1,6,4,3,5,2,1,20,5,3,5,4,4,3,5,4,2,3,27,2,1,7,1,4,2,1,5,3,5,5,1,1,2,2,21,0,0,1,0,4,4,1
1230,.14,.24,10/31/2011,10/31/2011,1,24,1,3,5,9,1,2,1,24,7,6,8,8,9,4,8,6,2,3,52,4,3,10,3,4,2,1,1,3,12,3,1,3,7,2,74,0,0,0,0,1,1,1
1231,1.68,.66,10/31/2011,10/31/2011,1,1,1,5,4,13, ,1,2,1,2,2,4,4,3,2,9,4,3,1,62,5,4,7,1,1,1,1,4,1,11,1,1,3,6,2,62,0,0,2,0,2,1,1
1232,.26,.54,10/31/2011,10/31/2011,0,11,2,7,6,13, ,2,1,11,0,0,0,0,0,0,0,0,1,1,20,1,1,9,2,2,1,0,3,1,14,5,1,3,6,1,62,0,0,0,0,3,1,1
1233,.78,1.32,10/31/2011,10/31/2011,1,13,1,7,4,2,5,1,2,13,2,10,10,6,1,5,5,2,5,3,24,1,1,8,1,4,2,1,6,4,9,1,1,2,3,1,34,1,1,0,2,2,7,1
1234,4.77,1.87,10/31/2011,10/31/2011,1,17,1,2,6,3,2,2,1,17,4,6,6,6,4,6,6,4,3,2,51,4,3,9,2,1,2,1,1,4,8,2,1,3,7,1,72,0,0,0,0,1,1,1
1235,.27,.56,10/31/2011,10/31/2011,4,17,2,5,4,9,2,1,2,17,4,3,6,3,3,3,4,3,1,3,37,3,2,9,2,2,2,0,3,1,5,5,1,2,3,2,31,0,0,1,1,1,6,0
1236,.25,.52,10/31/2011,10/31/2011,2,23,2,7,3,1,2,2,1,23,5,6,6,7,4,5,5,4,4,4,60,5,4,9,2,2,2,0,2,2,13,1,1,1,2,2,23,0,0,0,0,2,1,0
1237,1.52,.6,10/31/2011,10/31/2011,0,17,1,6,4,3,5,1,2,17,2,2,3,3,3,4,5,4,3,2,30,2,2,10,3,1,2,1,1,3,12,5,1,2,3,2,33,0,0,0,0,1,1,0
1238,.29,.49,10/31/2011,10/31/2011,2,15,1,3,3,13, ,1,2,15,1,0,2,3,2,4,3,2,2,3,29,2,1,9,2,4,2,0,1,1,6,5,0,3,5,1,51,0,0,0,0,1,1,0
1239,.69,1.17,10/31/2011,10/31/2011,1,8,1,3,3,9,4,2,1,8,4,6,7,5,4,5,7,3,4,1,32,2,2,8,1,4,1,0,10,1,2,3,1,3,5,2,59,0,0,3,2,5,4,1
1240,1.43,.56,10/31/2011,10/31/2011,4,22,1,6,5,3,4,2,1,22,2,4,10,4,2,4,10,4,4,-1,81,7,4,7,1,1,2,0,1,3,9,3,1,1,1,2,14,0,0,0,0,1,5,0
1241,3.06,1.2,10/31/2011,10/31/2011,0,6,1,5,4,12,4,2,1,6,0,1,3,1,1,2,5,3,3,3,34,2,2,9,2,1,1,1,6,1,6,1,1,2,4,2,47,0,0,2,1,3,1,0
1242,.95,.37,10/31/2011,10/31/2011,3,15,1,1,3,9,4,1,2,15,5,6,7,9,6,5,6,8,5,3,40,3,2,10,3,1,2,1,4,2,11,1,1,2,3,2,31,0,0,0,0,4,1,1
1243,.23,.39,10/31/2011,10/31/2011,4,20,7,5,7,3,6,2,1,20,0,3,9,4,1,2,2,4,1,1,37,3,2,10,3,4,2,1,4,3,9,1,1,1,2,2,21,0,0,0,1,3,1,1
1244,.42,.87,10/31/2011,10/31/2011,1,12,2,5,4,11,1,2,1,12,6,5,7,7,5,6,6,7,5,1,33,2,2,10,3,2,1,0,5,1,10,1,1,3,5,3,58,0,0,3,0,2,4,1
1245,2.84,1.11,10/31/2011,10/31/2011,1,18,1,2,7,9,2,1,2,18,2,2,5,4,2,2,4,4,4,4,26,2,1,11,3,1,2,1,2,3,6,5,1,1,2,2,23,0,0,0,0,2,1,0
1246,.19,.33,10/31/2011,10/31/2011,8,21,1,1,5,3,2,2,1,21,2,2,8,2,2,2,6,2,3,4,48,4,3,10,3,4,2,1,4,1,17,1,1,2,3,1,33,0,0,1,0,3,1,1
1247,.11,.58,10/31/2011,10/31/2011,3,17,4,3,4,11,2,2,1,17,7,2,10,5,8,2,10,5,3,1,52,4,3,12,4,3,2,0,3,1,10,3,1,4,9,2,93,0,0,0,0,3,1,1
1248,.07,.35,10/31/2011,10/31/2011,1,7,4,5,3,7,2,2,1,7,2,0,4,4,2,2,4,4,1,1,33,2,2,12,4,3,1,0,2,3,11,5,1,1,2,2,23,0,0,0,0,2,1,0
1249,.38,.8,10/31/2011,10/31/2011,3,7,2,5,7,1,3,2,1,7,5,4,3,3,1,4,3,2,4,3,18,1,1,8,1,2,1,0,6,3,6,5,1,2,3,2,31,0,0,0,1,5,1,1
1250,.22,.37,10/31/2011,10/31/2011,1,20,7,5,4,3,4,2,1,20,2,7,8,6,2,7,7,6,3,3,21,1,1,9,2,4,2,1,5,4,6,5,1,4,8,2,85,0,0,0,0,5,4,0
1251,1.55,2.63,10/31/2011,10/31/2011,3,1,7,3,7,11,6,2,1,1,3,1,1,5,1,4,0,5,2,2,23,1,1,5,1,4,1,0,5,3,8,6,1,4,9,2,93,0,0,0,0,5,7,0
1252,.87,1.8,10/31/2011,10/31/2011,3,5,2,5,6,13, ,2,1,5,3,5,9,6,4,5,9,5,3,4,20,1,1,9,2,2,1,0,3,3,2,5,1,3,6,2,63,1,1,0,0,1,4,0
1253,.24,.51,10/31/2011,10/31/2011,2,1,2,5,4,11,6,2,1,1,5,9,4,9,6,9,4,10,4,4,51,4,3,9,2,2,1,1,1,1,3,5,1,2,4,1,43,0,0,0,0,1,6,0
1254,1.13,.44,10/31/2011,10/31/2011,2,19,1,6,4,3,5,2,1,19,1,4,10,7,1,6,10,8,2,3,47,4,3,9,2,1,2,1,1,2,9,3,1,3,5,1,59,0,0,0,0,1,1,1
1255,.01,.07,10/31/2011,10/31/2011,0,13,4,6,3,3,2,2,1,13,10,4,10,8,10,4,10,7,4,4,24,1,1,14,4,3,2,0,2,3,10,5,1,2,4,2,43,0,0,0,0,2,1,1
1256,.45,.94,10/31/2011,10/31/2011,1,24,2,3,2,3,6,2,1,24,10,10,10,10,10,10,10,10,3,1,51,4,3,12,4,2,2,1,5,1,16,1,1,1,2,1,21,1,1,0,0,3,6,1
1257,1.45,.57,10/31/2011,10/31/2011,3,3,1,3,6,3,2,1,2,3,2,3,6,4,4,5,6,6,1,3,51,4,3,13,4,1,1,1,4,1,16,1,1,1,2,1,21,0,0,0,1,3,2,1
1258,.1,.2,10/31/2011,10/31/2011,1,7,2,6,4,6,5,2,1,7,6,6,10,9,2,8,10,6,1,1,47,4,3,9,2,2,1,1,5,3,10,6,1,1,2,2,21,0,2,0,1,2,6,0
1259,1.08,5.65,10/31/2011,10/31/2011,1,23,4,5,3,8,5,1,2,23,6,6,7,7,7,7,8,7,2,2,22,1,1,9,2,3,2,0,2,1,9,5,1,4,9,1,93,0,0,0,0,2,7,1
1260,.08,.17,10/31/2011,10/31/2011,3,15,2,3,7,1,4,2,1,15,4,2,7,3,0,1,0,0,3,3,21,1,1,5,1,2,2,1,4,1,1,5,1,1,1,2,14,1,1,0,0,2,4,0
1261,.05,.26,10/31/2011,10/31/2011,1,1,4,5,1,13, ,1,2,1,2,2,6,3,4,3,7,4,2,5,57,5,3,12,4,3,1,1,1,1,7,5,1,4,9,2,93,0,0,0,0,1,1,1
1262,.55,1.15,10/31/2011,10/31/2011,6,1,2,7,4,1,1,2,1,1,3,4,10,6,5,4,10,6,2,2,48,4,3,9,2,2,1,1,1,3,6,3,1,3,5,2,54,0,0,0,0,1,6,1
1263,.03,.15,10/31/2011,10/31/2011,1,22,4,6,4,13, ,2,1,22,6,1,5,9,6,1,5,8,4,1,22,1,1,12,4,3,2,0,2,3,10,5,1,1,2,2,21,0,0,0,0,2,1,1
